gene	coord	86minua2_CAST	86minua2_129S1	86minua2_total	86minua2_CAST/all	86minua2_htseqCount
Commd10	chr18:47087028-47087994	131	55	186	0.704301	445
Commd2	chr3:57651587-57651684	61	75	136	0.448529	219
Commd3	chr2:18675867-18676216	19	28	47	0.404255	293
Commd4	chr9:57156775-57156840	181	209	390	0.464103	297
Commd5	chr15:76900352-76901297	18	15	33	0.545455	230
Commd6	chr14:101640288-101640299	35	31	66	0.530303	114
Commd7	chr2:153632594-153632781	22	27	49	0.44898	88
Commd8	chr5:72168079-72168183	195	152	347	0.56196	381
Commd9	chr2:101898868-101898902	11	8	19	0.578947	100
Comt	chr16:18424304-18424360	108	84	192	0.5625	313
Comtd1	chr14:21847614-21847747	26	31	57	0.45614	166
Copa	chr1:172121700-172122332	169	211	380	0.444737	1050
Copb1	chr7:114253870-114254019	158	140	298	0.530201	989
Copb2	chr9:98588045-98588375	94	65	159	0.591195	1699
Cope	chr8:70306499-70306651	58	16	74	0.783784	563
Copg1	chr6:87912172-87913594	207	197	404	0.512376	710
Copg2	chr6:30894847-30894927	86	93	179	0.480447	921
Coprs	chr8:13890167-13890271	51	73	124	0.41129	260
Cops2	chr2:125834754-125834836	89	91	180	0.494444	1525
Cops3	chr11:59836891-59837020	91	101	192	0.473958	914
Cops4	chr5:100547304-100547802	89	82	171	0.520468	855
Cops5	chr1:10037662-10038159	62	43	105	0.590476	887
Cops6	chr5:138163130-138163244	34	61	95	0.357895	523
Cops7a	chr6:124965402-124965529	79	83	162	0.487654	1043
Cops7b	chr1:86605058-86606500	21	23	44	0.477273	247
Cops8	chr1:90612174-90613341	85	75	160	0.53125	435
Copz1	chr15:103298693-103299864	64	59	123	0.520325	913
Coq10b	chr1:55071636-55072702	72	75	147	0.489796	156
Coq2	chr5:100673989-100674256	88	43	131	0.671756	175
Coq3	chr4:21910419-21912126	91	51	142	0.640845	277
Coq5	chr5:115295865-115296972	38	44	82	0.463415	222
Coq6	chr12:84372139-84372341	29	14	43	0.674419	246
Coq7	chr7:118529559-118529737	59	47	106	0.556604	179
Coq9	chr8:94854114-94854895	95	67	162	0.58642	248
Coro1b	chr19:4150707-4150826	140	170	310	0.451613	1204
Coro1c	chr5:113852171-113852300	106	80	186	0.569892	991
Coro2b	chr9:62428949-62429053	43	25	68	0.632353	235
Coro7	chr16:4626884-4627499	9	13	22	0.409091	116
Cotl1	chr8:119822654-119822811	103	44	147	0.70068	372
Cox10	chr11:64071518-64071836	49	50	99	0.494949	120
Cox11	chr11:90644370-90645977	17	45	62	0.274194	145
Cox14	chr15:99725618-99725848	24	36	60	0.4	185
Cox15	chr19:43738037-43738150	57	131	188	0.303191	256
Cox16	chr12:81470704-81472351	4	5	9	0.444444	162
Cox18	chr5:90223616-90223996	19	56	75	0.253333	96
Cox19	chr5:139337822-139338375	22	38	60	0.366667	74
Cox20	chr1:178322481-178322693	14	15	29	0.482759	132
Cox4i1	chr8:120673971-120674209	62	22	84	0.738095	2686
Cox5a	chr9:57528956-57529072	280	248	528	0.530303	2068
Cox5b	chr1:36693197-36693388	209	233	442	0.472851	1205
Cox6a1	chr5:115348839-115348955	72	63	135	0.533333	1075
Cox6b2	chr7:4751792-4751975	26	30	56	0.464286	270
Cox7a2	chr9:79756277-79756361	134	133	267	0.501873	840
Cox7a2l	chr17:83514204-83514333	810	770	1580	0.512658	1871
Cox7c	chr13:86046601-86046795	387	206	593	0.652614	933
Cox8a	chr19:7215158-7215484	221	219	440	0.502273	1493
Cpne1	chr2:156079339-156079464	165	194	359	0.45961	302
Cpne3	chr4:19570001-19570104	153	74	227	0.674009	442
Cpox	chr16:58678670-58680389	58	60	118	0.491525	210
Cpped1	chr16:11887578-11887796	57	57	114	0.5	177
Cpsf1	chr15:76602321-76602431	13	17	30	0.433333	621
Cpsf2	chr12:102003129-102005993	94	52	146	0.643836	659
Cpsf3	chr12:21314648-21315056	76	64	140	0.542857	713
Cpsf3l	chr4:155888620-155889103	114	142	256	0.445312	468
Cpsf4	chr5:145181136-145182041	60	68	128	0.46875	363
Cpsf4l	chr11:113706417-113706569	43	17	60	0.716667	84
Cpsf6	chr10:117367779-117367988	151	185	336	0.449405	765
Cpsf7	chr19:10545692-10547735	71	69	140	0.507143	409
Cpt1a	chr19:3383755-3385733	28	29	57	0.491228	925
Cpt2	chr4:107906921-107908225	53	48	101	0.524752	160
Cpxm1	chr2:130396331-130396492	41	30	71	0.577465	141
Cracr2b	chr7:141466046-141466602	1	10	11	0.0909091	6
Cradd	chr10:95174746-95175978	24	20	44	0.545455	67
Crat	chr2:30400476-30402793	2	8	10	0.2	57
Crbn	chr6:106794995-106795197	208	244	452	0.460177	623
Crcp	chr5:130059705-130060783	15	16	31	0.483871	163
Creb1	chr1:64597234-64604548	18	12	30	0.6	230
Crebzf	chr7:90442781-90448043	23	33	56	0.410714	337
Creg1	chr1:165773844-165775304	62	30	92	0.673913	200
Creld1	chr6:113492687-113493338	60	29	89	0.674157	114
Crip1	chr12:113153775-113153879	19	11	30	0.633333	86
Cript	chr17:87034978-87035808	61	71	132	0.462121	240
Crk	chr11:75703366-75708428	38	25	63	0.603175	745
Crkl	chr16:17483661-17487440	75	90	165	0.454545	374
Crlf2	chr5:109557001-109557167	72	127	199	0.361809	197
Crlf3	chr11:80080784-80080991	60	56	116	0.517241	337
Crls1	chr2:132865837-132866768	132	105	237	0.556962	302
Crnkl1	chr2:145934554-145934700	33	16	49	0.673469	352
Crocc	chr4:141046392-141046557	66	39	105	0.628571	248
Crot	chr5:8989606-8989730	150	112	262	0.572519	483
Crtap	chr9:114390132-114390712	107	77	184	0.581522	474
Crtc2	chr3:90263480-90264125	5	3	8	0.625	106
Crtc3	chr7:80586632-80589951	7	9	16	0.4375	34
Crxos	chr7:15903700-15904030	191	199	390	0.489744	463
Cry1	chr10:85184314-85185054	41	55	96	0.427083	311
Cry2	chr2:92411626-92411767	26	13	39	0.666667	162
Crybg3	chr16:59490775-59493685	29	30	59	0.491525	138
Cryl1	chr14:57286365-57286470	7	5	12	0.583333	38
Cryzl1	chr16:91717404-91717475	85	67	152	0.559211	386
Cs	chr10:128360968-128362479	232	308	540	0.42963	1572
Csad	chr15:102188543-102188679	27	38	65	0.415385	191
Csde1	chr3:103056886-103058189	425	463	888	0.478604	3327
Cse1l	chr2:166945704-166946389	431	397	828	0.520531	2525
Csk	chr9:57630168-57630387	29	20	49	0.591837	199
Csnk1a1	chr18:61587426-61588299	191	249	440	0.434091	1124
Csnk1d	chr11:120973821-120973969	20	21	41	0.487805	598
Csnk1e	chr15:79426259-79426487	39	142	181	0.21547	571
Csnk1g1	chr9:66039577-66045014	15	10	25	0.6	194
Csnk1g2	chr10:80640022-80640771	62	44	106	0.584906	603
Csnk1g3	chr18:53953245-53955684	23	26	49	0.469388	203
Csnk2a1	chr2:152278969-152281851	111	72	183	0.606557	1810
Csnk2a2	chr8:95455858-95456006	42	20	62	0.677419	406
Cspp1	chr1:10135934-10136768	26	15	41	0.634146	215
Csrnp1	chr9:119974154-119974413	13	6	19	0.684211	113
Csrnp2	chr15:100487945-100488204	6	11	17	0.352941	121
Csrp1	chr1:135751044-135752229	86	123	209	0.411483	196
Csrp2bp	chr2:144406623-144407675	64	55	119	0.537815	260
Cst3	chr2:148875153-148875468	183	121	304	0.601974	766
Cstb	chr10:78427311-78427622	488	1108	1596	0.305764	991
Cstf1	chr2:172380360-172381086	90	80	170	0.529412	355
Cstf2	chrX:134060644-134060722	12	10	22	0.545455	1266
Cstf2t	chr19:31082841-31086592	56	35	91	0.615385	346
Cstf3	chr2:104664717-104665425	47	71	118	0.398305	601
Ctage5	chr12:59189636-59190220	425	180	605	0.702479	638
Ctc1	chr11:69036028-69036473	105	93	198	0.530303	517
Ctcf	chr8:105675996-105676178	21	8	29	0.724138	842
Ctdnep1	chr11:69988828-69988939	20	17	37	0.540541	173
Ctdp1	chr18:80449241-80450248	22	25	47	0.468085	193
Ctdsp1	chr1:74395456-74397285	40	48	88	0.454545	161
Ctdsp2	chr10:126996361-126999975	412	317	729	0.565158	1084
Ctdspl2	chr2:122010563-122015326	39	41	80	0.4875	591
Ctgf	chr10:24597315-24598682	9	11	20	0.45	88
Cth	chr3:157920017-157920112	164	183	347	0.472622	620
Ctnna1	chr18:35253605-35254775	551	638	1189	0.463415	2894
Ctnnal1	chr4:56847810-56847999	91	56	147	0.619048	342
Ctnnb1	chr9:120959309-120960507	624	668	1292	0.482972	5182
Ctnnbip1	chr4:149564205-149566437	8	10	18	0.444444	62
Ctnnd1	chr2:84650406-84650740	32	8	40	0.8	1214
Ctps	chr4:120552880-120553012	159	167	326	0.48773	977
Ctps2	chrX:163011062-163011206	27	0	27	1	204
Ctr9	chr7:111055359-111056377	45	60	105	0.428571	358
Ctsa	chr2:164839151-164841032	118	148	266	0.443609	785
Ctsb	chr14:63142232-63145923	708	278	986	0.718053	1976
Ctsd	chr7:142380766-142380992	307	283	590	0.520339	1631
Ctsl	chr13:64369028-64369164	282	316	598	0.471572	2072
Ctsz	chr2:174438165-174438328	23	14	37	0.621622	229
Cttn	chr7:144465954-144466047	227	249	476	0.476891	723
Ctu1	chr7:43676427-43678297	6	4	10	0.6	69
Ctu2	chr8:122481596-122483092	86	73	159	0.540881	355
Cuedc1	chr11:88192597-88194140	0	15	15	0	60
Cuedc2	chr19:46332618-46332701	43	27	70	0.614286	491
Cul1	chr6:47520793-47520885	107	104	211	0.507109	1012
Cul3	chr1:80283676-80283821	15	14	29	0.517241	592
Cul4a	chr8:13146532-13147939	31	45	76	0.407895	341
Cul4b	chrX:38576080-38576196	10	11	21	0.47619	3863
Cul5	chr9:53644487-53644628	92	89	181	0.508287	514
Cul7	chr17:46663968-46664364	63	77	140	0.45	425
Cuta	chr17:26939317-26939538	60	49	109	0.550459	187
Cutc	chr19:43768175-43768638	3	13	16	0.1875	30
Cux1	chr5:136250524-136250604	10	3	13	0.769231	148
Cwc15	chr9:14510200-14510620	127	148	275	0.461818	498
Cwc22	chr2:77936593-77936722	223	203	426	0.523474	645
Cwc25	chr11:97766425-97766613	17	19	36	0.472222	153
Cwc27	chr13:104816687-104816953	82	90	172	0.476744	393
Cwf19l1	chr19:44135766-44135876	53	58	111	0.477477	181
Cwf19l2	chr9:3477817-3479236	64	74	138	0.463768	431
Cxadr	chr16:78336188-78340759	105	84	189	0.555556	278
Cxxc1	chr18:74219131-74219238	4	7	11	0.363636	156
Cxxc5	chr18:35860650-35861688	16	12	28	0.571429	187
Cyb561	chr11:105933704-105935567	23	14	37	0.621622	146
Cyb561a3	chr19:10588525-10590041	0	8	8	0	41
Cyb561d2	chr9:107539011-107540385	7	6	13	0.538462	40
Cyb5b	chr8:107183578-107187470	403	233	636	0.633648	1320
Cyb5d1	chr11:69395134-69395346	6	4	10	0.6	60
Cyb5r1	chr1:134410907-134411738	9	29	38	0.236842	150
Cyb5r3	chr15:83162232-83162304	269	229	498	0.540161	815
Cyb5r4	chr9:87076828-87077774	163	192	355	0.459155	626
Cyba	chr8:122427655-122427724	37	27	64	0.578125	118
Cybrd1	chr2:71138342-71142926	17	2	19	0.894737	4
Cycs	chr6:50566416-50566474	150	121	271	0.553506	1734
Cyct	chr2:76360313-76360453	5	3	8	0.625	57
Cyfip1	chr7:55929998-55932633	188	188	376	0.5	1074
Cyp20a1	chr1:60387139-60387387	21	29	50	0.42	95
Cyp2b23	chr7:26686260-26686430	14	514	528	0.0265152	260
Cyp2e1	chr7:140774558-140774977	9	93	102	0.0882353	94
Cyp4f13	chr17:32946805-32947003	25	12	37	0.675676	64
Cyp4f16	chr17:32551056-32551797	6	4	10	0.6	54
Cyp4f17	chr17:32528717-32528894	6	5	11	0.545455	40
Cyp4f39	chr17:32492302-32493320	13	3	16	0.8125	57
Cyp51	chr5:4104134-4104697	335	348	683	0.490483	856
Cystm1	chr18:36348624-36348816	9	10	19	0.473684	91
Cyth2	chr7:45811529-45811609	27	29	56	0.482143	234
D030056L22Rik	chr19:18717222-18718428	66	42	108	0.611111	414
D10Jhu81e	chr10:78168809-78168922	63	76	139	0.453237	144
D10Wsu102e	chr10:83365704-83368835	101	176	277	0.364621	239
D11Wsu47e	chr11:113692395-113692502	92	96	188	0.489362	153
D130020L05Rik	chr12:101082451-101084499	19	5	24	0.791667	90
D15Ertd621e	chr15:58454750-58457801	95	107	202	0.470297	575
D16Ertd472e	chr16:78576191-78576688	123	14	137	0.89781	315
D17Wsu104e	chr17:56182665-56182715	80	69	149	0.536913	374
D17Wsu92e	chr17:27751232-27753995	153	151	304	0.503289	702
D19Bwg1357e	chr19:27425796-27426014	270	307	577	0.467938	1090
D1Pas1	chr1:186967416-186970627	30	33	63	0.47619	483
D230025D16Rik	chr8:105251598-105253051	56	52	108	0.518519	463
D2Wsu81e	chr2:30178390-30178459	48	56	104	0.461538	217
D3Ertd254e	chr3:36164056-36170341	18	13	31	0.580645	217
D430020J02Rik	chr12:116401947-116404643	15	9	24	0.625	105
D5Ertd579e	chr5:36672748-36673242	14	17	31	0.451613	219
D5Ertd605e	chr5:147422232-147423044	10	11	21	0.47619	25
D630023F18Rik	chr1:65109462-65109576	12	20	32	0.375	24
D630045M09Rik	chr13:73346496-73347061	50	25	75	0.666667	79
D6Wsu163e	chr6:126966880-126967082	6	10	16	0.375	115
D730005E14Rik	chr15:79889532-79893138	8	17	25	0.32	16
D7Ertd143e	chr7:3218784-3221015	65	193	258	0.251938	183
D7Ertd715e	chr7:59969577-59970543	46	54	100	0.46	456
D8Ertd738e	chr8:84246235-84246693	118	60	178	0.662921	398
D930015E06Rik	chr3:83938652-83938745	9	6	15	0.6	129
D930048N14Rik	chr11:51654773-51657681	7	20	27	0.259259	64
Daam1	chr12:71989679-71992376	60	26	86	0.697674	292
Dab2	chr15:6438782-6440709	15	0	15	1	105
Dab2ip	chr2:35728058-35730994	16	25	41	0.390244	315
Dact1	chr12:71317060-71320107	8	2	10	0.8	90
Dact2	chr17:14199146-14199278	84	88	172	0.488372	323
Dad1	chr14:54253632-54253929	218	216	434	0.502304	459
Dag1	chr9:108204861-108209661	68	82	150	0.453333	725
Dak	chr19:10604168-10604258	52	39	91	0.571429	126
Dalrd3	chr9:108571782-108571864	35	32	67	0.522388	294
Dap3	chr3:88949868-88950282	81	111	192	0.421875	767
Dapk1	chr13:60760635-60763191	6	6	12	0.5	161
Dapk3	chr10:81190382-81190511	12	5	17	0.705882	90
Dars	chr1:128415354-128415411	303	253	556	0.544964	1480
Dars2	chr1:161060736-161060859	25	31	56	0.446429	357
Daxx	chr17:33913273-33913726	18	36	54	0.333333	390
Dazap1	chr10:80287536-80288413	93	79	172	0.540698	676
Dazap2	chr15:100619368-100620761	12	19	31	0.387097	881
Dazl	chr17:50293407-50293620	321	145	466	0.688841	2290
Dbf4	chr5:8408234-8408310	176	166	342	0.51462	911
Dbi	chr1:120120945-120121096	210	233	443	0.474041	433
Dbnl	chr11:5799860-5800980	115	127	242	0.475207	289
Dbr1	chr9:99583312-99584343	5	8	13	0.384615	293
Dbt	chr3:116548033-116549981	98	82	180	0.544444	306
Dcaf11	chr14:55569228-55570065	10	17	27	0.37037	160
Dcaf12l1	chrX:44786567-44788293	2	10	12	0.166667	349
Dcaf13	chr15:39138084-39138248	125	129	254	0.492126	650
Dcaf15	chr8:84098758-84099192	8	10	18	0.444444	501
Dcaf17	chr2:71089789-71095858	19	19	38	0.5	273
Dcaf4	chr12:83541365-83541992	115	108	223	0.515695	362
Dcaf5	chr12:80404555-80404698	51	24	75	0.68	226
Dcaf6	chr1:165420111-165420224	77	58	135	0.57037	212
Dcaf7	chr11:106054683-106059323	83	71	154	0.538961	449
Dcaf8	chr1:172194556-172196393	147	130	277	0.530686	621
Dcakd	chr11:103017050-103017147	91	106	197	0.461929	456
Dcbld1	chr10:52319476-52321377	47	43	90	0.522222	203
Dcbld2	chr16:58465323-58469745	157	120	277	0.566787	303
Dck	chr5:88781220-88783277	96	135	231	0.415584	262
Dclk2	chr3:86905885-86906216	105	106	211	0.49763	475
Dclre1a	chr19:56544015-56545646	5	6	11	0.454545	112
Dclre1b	chr3:103800605-103804055	2	12	14	0.142857	82
Dclre1c	chr2:3452848-3455354	0	105	105	0	211
Dcp1a	chr14:30523226-30527056	27	20	47	0.574468	203
Dcp2	chr18:44417566-44424969	93	290	383	0.24282	595
Dcps	chr9:35171077-35171251	66	93	159	0.415094	405
Dcstamp	chr15:39760274-39760938	0	10	10	0	31
Dctd	chr8:48140343-48141667	140	91	231	0.606061	371
Dctn1	chr6:83198582-83198661	57	45	102	0.558824	387
Dctn2	chr10:127281401-127281959	125	126	251	0.498008	1007
Dctn3	chr4:41717357-41717440	20	29	49	0.408163	284
Dctn4	chr18:60556228-60558762	51	54	105	0.485714	347
Dctn5	chr7:122148057-122149044	128	131	259	0.494208	238
Dctn6	chr8:34097189-34097294	97	99	196	0.494898	152
Dctpp1	chr7:127260523-127260667	93	169	262	0.354962	670
Dcun1d1	chr3:35919001-35919169	14	12	26	0.538462	231
Dcun1d2	chr8:13271590-13271720	10	8	18	0.555556	52
Dcun1d3	chr7:119853163-119858056	9	9	18	0.5	139
Dcun1d4	chr5:73557632-73560794	29	24	53	0.54717	162
Dcun1d5	chr9:7184566-7184882	4	5	9	0.444444	475
Dcxr	chr11:120726411-120726565	12	7	19	0.631579	94
Dda1	chr8:71474488-71476097	64	29	93	0.688172	300
Ddah1	chr3:145891442-145894277	111	149	260	0.426923	283
Ddah2	chr17:35061791-35062099	23	24	47	0.489362	310
Ddb1	chr19:10629079-10629821	469	410	879	0.533561	4440
Ddb2	chr2:91211582-91212012	5	10	15	0.333333	108
Ddc	chr11:11863651-11863794	5	8	13	0.384615	148
Ddhd1	chr14:45620712-45620840	20	27	47	0.425532	191
Ddhd2	chr8:25725324-25727363	44	49	93	0.473118	221
Ddi2	chr4:141713397-141713526	55	68	123	0.447154	99
Ddias	chr7:92857527-92860312	83	102	185	0.448649	256
Ddit4	chr10:59951317-59951572	50	43	93	0.537634	351
Ddit4l	chr3:137625966-137628332	12	10	22	0.545455	101
Ddost	chr4:138309350-138309453	24	20	44	0.545455	761
Ddrgk1	chr2:130655186-130655242	5	7	12	0.416667	131
Ddt	chr10:75772738-75772913	90	107	197	0.456853	184
Ddx1	chr12:13229093-13229144	354	184	538	0.657993	1845
Ddx10	chr9:53238048-53238178	311	299	610	0.509836	656
Ddx11	chr17:66150803-66152168	44	57	101	0.435644	215
Ddx17	chr15:79546195-79546741	99	98	197	0.502538	2360
Ddx18	chr1:121565881-121566168	200	222	422	0.473934	941
Ddx19a	chr8:110983581-110983673	42	26	68	0.617647	404
Ddx19b	chr8:111003186-111008311	42	10	52	0.807692	623
Ddx20	chr3:105687124-105687571	104	132	236	0.440678	568
Ddx21	chr10:62598232-62598891	738	554	1292	0.571207	2117
Ddx23	chr15:98658230-98658435	61	58	119	0.512605	637
Ddx24	chr12:103423872-103424597	220	119	339	0.648968	761
Ddx26b	chrX:56506880-56507843	12	8	20	0.6	212
Ddx27	chr2:167034639-167034945	166	126	292	0.568493	625
Ddx31	chr2:28904589-28905575	8	19	27	0.296296	97
Ddx39	chr8:83723125-83723351	321	170	491	0.653768	1654
Ddx39b	chr17:35253473-35253707	72	88	160	0.45	1446
Ddx3x	chrX:13291163-13291302	258	231	489	0.527607	8483
Ddx41	chr13:55535730-55535804	120	111	231	0.519481	579
Ddx42	chr11:106247492-106249140	25	34	59	0.423729	634
Ddx46	chr13:55678784-55681267	138	191	329	0.419453	766
Ddx47	chr6:135023279-135023776	93	108	201	0.462687	409
Ddx49	chr8:70302323-70302452	47	31	78	0.602564	527
Ddx5	chr11:106780356-106782256	267	295	562	0.475089	4935
Ddx50	chr10:62646914-62647201	55	59	114	0.482456	450
Ddx51	chr5:110657581-110660496	24	26	50	0.48	199
Ddx52	chr11:83961750-83963086	213	169	382	0.557592	733
Ddx54	chr5:120627060-120628592	130	142	272	0.477941	778
Ddx55	chr5:124567835-124568127	9	7	16	0.5625	91
Ddx56	chr11:6267660-6267729	88	79	167	0.526946	526
Ddx58	chr4:40203777-40206106	8	20	28	0.285714	85
Ddx59	chr1:136439753-136440220	18	17	35	0.514286	154
Ddx6	chr9:44636489-44640731	80	118	198	0.40404	1081
Decr1	chr4:15932893-15933095	50	56	106	0.471698	128
Decr2	chr17:26089964-26090164	11	15	26	0.423077	135
Dedd	chr1:171340828-171342501	21	26	47	0.446809	176
Dedd2	chr7:25202840-25203931	7	5	12	0.583333	55
Def6	chr17:28228069-28228608	50	23	73	0.684932	139
Def8	chr8:123461464-123463899	150	107	257	0.583658	360
Degs1	chr1:182278976-182279718	51	70	121	0.421488	766
Dek	chr13:47105572-47105737	550	476	1026	0.536062	2007
Dennd1b	chr1:139169756-139176042	11	10	21	0.52381	220
Dennd2a	chr6:39522656-39523759	71	45	116	0.612069	182
Dennd2c	chr3:103167771-103169733	179	193	372	0.481183	511
Dennd4c	chr4:86848770-86850602	31	25	56	0.553571	261
Dennd5a	chr7:109926827-109927014	25	29	54	0.462963	401
Dennd6a	chr14:26629428-26634322	18	20	38	0.473684	192
Denr	chr5:123927250-123928832	3	20	23	0.130435	535
Depdc1a	chr3:159527944-159528129	6	16	22	0.272727	134
Depdc1b	chr13:108388541-108389557	41	68	109	0.376147	122
Depdc5	chr5:32990939-32994233	22	19	41	0.536585	294
Depdc7	chr2:104724570-104724781	38	40	78	0.487179	178
Deptor	chr15:55252007-55259273	119	105	224	0.53125	285
Dera	chr6:137837116-137837872	7	16	23	0.304348	314
Derl1	chr15:57892143-57892418	199	142	341	0.583578	437
Derl2	chr11:71007440-71010426	8	14	22	0.363636	191
Desi1	chr15:82015878-82016140	29	21	50	0.58	173
Desi2	chr1:178249235-178252597	26	29	55	0.472727	271
Dffa	chr4:149119079-149120653	4	14	18	0.222222	90
Dffb	chr4:153964449-153965613	5	5	10	0.5	62
Dgcr14	chr16:17906271-17906373	17	8	25	0.68	132
Dgcr2	chr16:17858360-17858579	106	87	193	0.549223	329
Dgcr6	chr16:18070878-18071632	13	20	33	0.393939	96
Dgcr8	chr16:18280220-18280502	49	46	95	0.515789	538
Dgka	chr10:128722454-128722544	12	11	23	0.521739	100
Dgkd	chr1:87942383-87944489	25	38	63	0.396825	424
Dgke	chr11:89055358-89055517	73	76	149	0.489933	279
Dgkq	chr5:108650201-108650379	7	10	17	0.411765	111
Dguok	chr6:83496686-83496798	12	16	28	0.428571	75
Dhcr24	chr4:106586612-106589113	190	192	382	0.497382	716
Dhcr7	chr7:143847053-143848410	65	42	107	0.607477	361
Dhdds	chr4:133982800-133982914	9	4	13	0.692308	96
Dhdh	chr7:45473563-45475375	17	15	32	0.53125	89
Dhfr	chr13:92384725-92389053	188	150	338	0.556213	640
Dhodh	chr8:109606208-109606420	133	77	210	0.633333	320
Dhps	chr8:85074393-85074496	53	26	79	0.670886	273
Dhrs11	chr11:84825368-84825577	33	12	45	0.733333	79
Dhrs4	chr14:55489819-55490340	11	5	16	0.6875	54
Dhrs7	chr12:72653101-72653223	7	1	8	0.875	76
Dhrs7b	chr11:60857718-60858423	31	54	85	0.364706	183
Dhtkd1	chr2:5917673-5917985	15	9	24	0.625	106
Dhx15	chr5:52190280-52190546	60	48	108	0.555556	2055
Dhx29	chr13:112964447-112964740	57	132	189	0.301587	277
Dhx30	chr9:110087430-110088266	45	48	93	0.483871	541
Dhx32	chr7:133759400-133759913	56	63	119	0.470588	517
Dhx33	chr11:71004117-71004432	86	63	149	0.577181	251
Dhx34	chr7:16203172-16203289	7	5	12	0.583333	87
Dhx35	chr2:158857080-158858220	48	75	123	0.390244	193
Dhx36	chr3:62484955-62485019	8	10	18	0.444444	629
Dhx37	chr5:125429705-125430044	25	34	59	0.423729	176
Dhx38	chr8:109562444-109562783	205	110	315	0.650794	449
Dhx40	chr11:86793162-86793261	54	42	96	0.5625	324
Dhx57	chr17:80248271-80248405	6	8	14	0.428571	186
Dhx8	chr11:101766640-101767357	137	89	226	0.606195	403
Dhx9	chr1:153487533-153487660	149	198	347	0.429395	3730
Diablo	chr5:123520041-123520172	74	77	151	0.490066	393
Diap1	chr18:37900645-37900784	20	10	30	0.666667	402
Diap2	chrX:130460871-130465833	8	9	17	0.470588	452
Diap3	chr14:86984782-86984898	27	19	46	0.586957	311
Dicer1	chr12:104728333-104728493	89	63	152	0.585526	483
Dido1	chr2:180684964-180685176	86	76	162	0.530864	801
Dimt1	chr13:106958655-106960224	74	70	144	0.513889	449
Dio3	chr12:110279230-110281097	25	1	26	0.961538	312
Dip2a	chr10:76276584-76276705	4	7	11	0.363636	111
Dip2b	chr15:100215178-100219473	5	3	8	0.625	119
Dirc2	chr16:35735386-35735651	23	17	40	0.575	127
Dis3	chr14:99095173-99095340	110	127	237	0.464135	485
Dis3l	chr9:64339479-64339632	2	9	11	0.181818	94
Dixdc1	chr9:50695471-50695583	2	10	12	0.166667	106
Dkc1	chrX:75108696-75109776	546	350	896	0.609375	3533
Dlat	chr9:50659191-50659780	38	59	97	0.391753	504
Dlc1	chr8:36599369-36599440	136	112	248	0.548387	417
Dld	chr12:31349597-31349675	544	184	728	0.747253	1178
Dlg1	chr16:31871675-31873356	30	21	51	0.588235	478
Dlg3	chrX:100816219-100818410	11	19	30	0.366667	217
Dlg5	chr14:24157735-24158754	53	58	111	0.477477	393
